season,game_pk,pitcher_id,pitcher_hand,venue_id,archetype,e_bf,e_k,observed_bf,observed_k,park_k_factor_by_hand,days_rest_bucket,pitcher_pre_game_k_pct
2025,778049,663903,R,4705,Sinker-ball,24.773878720589973,6.344806956990134,27,2,1.1124,first_or_il_return,0.25045473966916926
2025,778050,681857,R,1,Offspeed-heavy,23.360700500144485,6.440857428356068,24,8,1.1606,first_or_il_return,0.22546275838365984
2025,778050,686799,R,1,Sinker-ball,26.587091009854486,3.8374190081075077,23,1,1.1606,first_or_il_return,0.12053998632946002
2025,778053,607200,R,2889,Sinker-ball,25.388719890188007,3.14240810587092,26,4,0.9906,first_or_il_return,0.15715905038463499
2025,778054,642547,R,32,Balanced,24.55385035288257,6.195048987650243,21,7,1.167,first_or_il_return,0.2625343878954608
2025,778054,684007,L,32,Offspeed-heavy,24.87888423991128,5.181344145414085,22,4,1.1058,first_or_il_return,0.2153756815175662
2025,778055,669060,R,4,Balanced,13.888662461507586,2.2530752253209796,24,4,1.0702,first_or_il_return,0.15757090828826842
2025,778056,670102,R,14,Power-FF,23.031190759071865,4.267543555138732,19,2,1.0067,first_or_il_return,0.1954248366013072
2025,778056,676440,R,14,Balanced,23.693837738492835,4.429929404655005,23,3,1.0067,first_or_il_return,0.2114924181963288
2025,778057,671737,R,3313,Power-FF,26.76249439573535,5.355412328927043,22,1,1.0524,first_or_il_return,0.22165144886666766
2025,778057,701542,R,3313,Power-FF,19.046295086312426,5.330103569369108,26,8,1.0524,first_or_il_return,0.2525096525096525
2025,778058,607259,R,2602,Balanced,25.686944573164723,5.132444052664127,22,6,1.1002,first_or_il_return,0.19394817318525673
2025,778058,669022,L,2602,Breaking-heavy,24.60755935148404,7.386988628432622,22,9,1.0171,first_or_il_return,0.32144666870841104
2025,778059,593958,L,2681,Power-FF,27.029102830679157,6.243541366456178,25,10,1.0934,first_or_il_return,0.23015873015873015
2025,778060,693821,R,4705,Breaking-heavy,27.032025717178964,5.092981255277793,21,6,1.1124,first_or_il_return,0.16387403980054804
2025,778061,665795,R,4169,Breaking-heavy,24.176101323506348,4.869956612308549,23,4,1.0402,first_or_il_return,0.2372502445158586
2025,778061,676664,L,4169,Breaking-heavy,24.494835225171364,5.116320375024961,23,2,1.0338,first_or_il_return,0.2029226150727044
2025,778062,502043,R,2,Sinker-ball,24.994815763607026,4.389587589072271,18,3,1.0422,first_or_il_return,0.18010867249094395
2025,778062,547179,R,2,Balanced,26.03621430269255,4.951674636572189,22,5,1.0422,first_or_il_return,0.18771589301575814
2025,778063,663978,R,3,Power-FF,23.03937242355624,4.116098868240701,22,2,1.0123,first_or_il_return,0.18944991789819374
2025,778063,676979,L,3,Power-FF,25.35965213433707,6.803285927552597,22,6,1.0271,first_or_il_return,0.30609290696144226
2025,778064,592332,R,14,Offspeed-heavy,23.1216184565694,4.500977290721276,20,9,1.0067,first_or_il_return,0.21272464778214764
2025,778065,663559,L,31,Power-FF,23.38288380966701,4.644674467286154,24,6,1.0918,first_or_il_return,0.16971153453166257
2025,778065,681190,R,31,Balanced,23.349347204582536,2.620192700657018,26,3,1.0447,first_or_il_return,0.1056894845220082
2025,778066,663436,R,4,Balanced,25.303395791440508,4.1067267569863395,22,5,1.0702,first_or_il_return,0.17166034813093636
